apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,visibility,windBearing,windSpeed
57.66,0.26,54.88,0.9,partly-cloudy-night,0.0,0.0,1017.79,Partly Cloudy,57.66,2016-07-09 01:00:00-07:00,10.0,299.0,6.01
57.62,0.1,55.39,0.92,clear-night,0.0,0.0,1017.96,Clear,57.62,2016-07-09 02:00:00-07:00,6.18,295.0,4.98
57.77,0.18,54.69,0.89,clear-night,0.0,0.0,1017.9,Clear,57.77,2016-07-09 03:00:00-07:00,10.0,293.0,5.05
56.57,0.25,54.64,0.93,partly-cloudy-night,0.0,0.0,1017.8,Partly Cloudy,56.57,2016-07-09 04:00:00-07:00,3.27,306.0,5.72
55.75,0.0,54.09,0.94,clear-night,0.0,0.0,1018.16,Clear,55.75,2016-07-09 05:00:00-07:00,2.92,321.0,5.16
55.67,0.13,53.63,0.93,clear-night,0.0,0.0,1018.75,Clear,55.67,2016-07-09 06:00:00-07:00,3.58,307.0,4.69
56.6,0.0,54.36,0.92,clear-day,0.0,0.0,1019.24,Clear,56.6,2016-07-09 07:00:00-07:00,3.99,313.0,6.44
57.91,0.21,54.66,0.89,clear-day,0.0,0.0,1019.72,Clear,57.91,2016-07-09 08:00:00-07:00,7.52,298.0,5.89
61.55,0.04,55.47,0.8,clear-day,0.0,0.0,1019.84,Clear,61.55,2016-07-09 09:00:00-07:00,10.0,284.0,4.81
67.75,0.01,56.73,0.68,clear-day,0.0,0.0,1019.82,Clear,67.75,2016-07-09 10:00:00-07:00,10.0,297.0,5.25
71.94,0.01,57.14,0.6,clear-day,0.0,0.0,1019.78,Clear,71.94,2016-07-09 11:00:00-07:00,10.0,276.0,7.64
71.93,0.01,56.65,0.59,clear-day,0.0,0.0,1019.79,Clear,71.93,2016-07-09 12:00:00-07:00,10.0,270.0,11.26
72.76,0.01,57.26,0.58,clear-day,0.0,0.0,1019.98,Clear,72.76,2016-07-09 13:00:00-07:00,10.0,284.0,12.56
72.76,0.01,57.41,0.59,clear-day,0.0,0.0,1020.06,Clear,72.76,2016-07-09 14:00:00-07:00,10.0,282.0,12.95
72.15,0.01,56.84,0.59,clear-day,0.0,0.0,1020.01,Clear,72.15,2016-07-09 15:00:00-07:00,10.0,277.0,13.82
73.47,0.01,56.42,0.55,clear-day,0.0,0.0,1019.77,Clear,73.47,2016-07-09 16:00:00-07:00,10.0,259.0,13.22
73.22,0.01,54.39,0.52,clear-day,0.0,0.0,1019.37,Clear,73.22,2016-07-09 17:00:00-07:00,10.0,261.0,13.71
71.78,0.01,52.62,0.51,clear-day,0.0,0.0,1019.08,Clear,71.78,2016-07-09 18:00:00-07:00,10.0,252.0,11.17
69.44,0.01,51.7,0.53,clear-day,0.0,0.0,1019.02,Clear,69.44,2016-07-09 19:00:00-07:00,10.0,255.0,10.66
64.99,0.01,50.77,0.6,clear-day,0.0,0.0,1019.18,Clear,64.99,2016-07-09 20:00:00-07:00,10.0,261.0,9.68
62.19,0.01,50.25,0.65,clear-night,0.0,0.0,1019.54,Clear,62.19,2016-07-09 21:00:00-07:00,10.0,257.0,8.75
61.08,0.0,48.17,0.62,clear-night,0.0,0.0,1019.74,Clear,61.08,2016-07-09 22:00:00-07:00,10.0,261.0,8.5
60.06,0.01,46.82,0.62,clear-night,0.0,0.0,1019.91,Clear,60.06,2016-07-09 23:00:00-07:00,10.0,232.0,7.28
58.36,0.01,47.11,0.66,clear-night,0.0,0.0,1019.93,Clear,58.36,2016-07-10 00:00:00-07:00,10.0,235.0,8.25
57.9,0.0,48.1,0.7,clear-night,0.0,0.0,1019.85,Clear,57.9,2016-07-10 01:00:00-07:00,10.0,228.0,9.38
56.28,0.0,48.27,0.74,clear-night,0.0,0.0,1019.95,Clear,56.28,2016-07-10 02:00:00-07:00,10.0,224.0,6.13
55.9,0.0,48.26,0.75,clear-night,0.0,0.0,1019.76,Clear,55.9,2016-07-10 03:00:00-07:00,10.0,225.0,6.35
55.16,0.0,48.59,0.78,clear-night,0.0,0.0,1019.73,Clear,55.16,2016-07-10 04:00:00-07:00,10.0,222.0,5.8
54.46,0.0,46.79,0.75,clear-night,0.0,0.0,1019.56,Clear,54.46,2016-07-10 05:00:00-07:00,10.0,231.0,4.51
53.46,0.01,47.43,0.8,clear-night,0.0,0.0,1019.91,Clear,53.46,2016-07-10 06:00:00-07:00,10.0,332.0,2.04
55.24,0.01,48.1,0.77,clear-day,0.0,0.0,1020.04,Clear,55.24,2016-07-10 07:00:00-07:00,10.0,251.0,4.22
59.09,0.04,49.18,0.7,clear-day,0.0,0.0,1019.99,Clear,59.09,2016-07-10 08:00:00-07:00,10.0,249.0,5.24
61.36,0.21,49.52,0.65,clear-day,0.0,0.0,1020.15,Clear,61.36,2016-07-10 09:00:00-07:00,10.0,286.0,5.2
64.86,0.01,48.59,0.56,clear-day,0.0,0.0,1019.72,Clear,64.86,2016-07-10 10:00:00-07:00,10.0,279.0,6.56
66.99,0.01,48.95,0.52,clear-day,0.0,0.0,1019.41,Clear,66.99,2016-07-10 11:00:00-07:00,10.0,275.0,7.29
69.06,0.0,49.21,0.49,clear-day,0.0,0.0,1019.21,Clear,69.06,2016-07-10 12:00:00-07:00,10.0,279.0,9.66
70.29,0.0,49.45,0.48,clear-day,0.0,0.0,1018.76,Clear,70.29,2016-07-10 13:00:00-07:00,10.0,263.0,9.48
70.75,0.0,50.95,0.5,clear-day,0.0,0.0,1018.19,Clear,70.75,2016-07-10 14:00:00-07:00,10.0,277.0,12.19
70.43,0.0,51.35,0.51,clear-day,0.0,0.0,1018.03,Clear,70.43,2016-07-10 15:00:00-07:00,10.0,274.0,11.79
70.47,0.0,51.22,0.51,clear-day,0.0,0.0,1017.35,Clear,70.47,2016-07-10 16:00:00-07:00,10.0,271.0,11.85
71.4,0.0,49.87,0.47,clear-day,0.0,0.0,1016.89,Clear,71.4,2016-07-10 17:00:00-07:00,10.0,276.0,8.2
70.29,0.0,49.4,0.48,clear-day,0.0,0.0,1016.58,Clear,70.29,2016-07-10 18:00:00-07:00,10.0,270.0,10.34
68.09,0.0,48.81,0.5,clear-day,0.0,0.0,1016.29,Clear,68.09,2016-07-10 19:00:00-07:00,10.0,242.0,9.77
65.58,0.0,48.34,0.54,clear-day,0.0,0.0,1015.98,Clear,65.58,2016-07-10 20:00:00-07:00,10.0,260.0,8.33
62.66,0.0,47.65,0.58,clear-night,0.0,0.0,1016.03,Clear,62.66,2016-07-10 21:00:00-07:00,10.0,252.0,8.23
61.38,0.0,47.75,0.61,clear-night,0.0,0.0,1016.24,Clear,61.38,2016-07-10 22:00:00-07:00,10.0,272.0,4.88
60.06,0.0,47.8,0.64,clear-night,0.0,0.0,1016.23,Clear,60.06,2016-07-10 23:00:00-07:00,10.0,340.0,0.83
57.8,0.0,49.09,0.73,clear-night,0.0,0.0,1016.07,Clear,57.8,2016-07-11 00:00:00-07:00,10.0,319.0,5.8
56.73,0.0,49.64,0.77,clear-night,0.0,0.0,1015.81,Clear,56.73,2016-07-11 01:00:00-07:00,10.0,321.0,4.88
56.13,0.01,49.87,0.8,clear-night,0.0,0.0,1015.7,Clear,56.13,2016-07-11 02:00:00-07:00,9.33,312.0,3.92
55.18,0.0,49.78,0.82,clear-night,0.0,0.0,1015.48,Clear,55.18,2016-07-11 03:00:00-07:00,9.33,322.0,4.85
54.36,0.0,49.55,0.84,clear-night,0.0,0.0,1015.12,Clear,54.36,2016-07-11 04:00:00-07:00,8.73,334.0,5.45
54.15,0.0,49.43,0.84,clear-night,0.0,0.0,1015.08,Clear,54.15,2016-07-11 05:00:00-07:00,8.73,306.0,3.0
52.41,0.04,47.77,0.84,clear-night,0.0,0.0,1015.21,Clear,52.41,2016-07-11 06:00:00-07:00,9.43,311.0,2.65
52.88,0.02,49.9,0.9,clear-day,0.0,0.0,1015.37,Clear,52.88,2016-07-11 07:00:00-07:00,3.98,295.0,3.68
55.05,0.12,50.98,0.86,clear-day,0.0,0.0,1015.77,Clear,55.05,2016-07-11 08:00:00-07:00,4.89,332.0,1.84
59.48,0.0,51.85,0.76,clear-day,0.0,0.0,1015.82,Clear,59.48,2016-07-11 09:00:00-07:00,7.42,308.0,4.71
64.14,0.0,51.17,0.63,clear-day,0.0,0.0,1015.44,Clear,64.14,2016-07-11 10:00:00-07:00,8.76,263.0,4.68
66.64,0.03,51.75,0.59,clear-day,0.0,0.0,1015.47,Clear,66.64,2016-07-11 11:00:00-07:00,9.69,282.0,8.38
66.68,0.0,52.24,0.6,clear-day,0.0,0.0,1015.48,Clear,66.68,2016-07-11 12:00:00-07:00,9.24,264.0,9.46
68.38,0.03,52.3,0.56,clear-day,0.0,0.0,1015.13,Clear,68.38,2016-07-11 13:00:00-07:00,9.91,273.0,10.53
68.78,0.03,52.3,0.56,clear-day,0.0,0.0,1014.93,Clear,68.78,2016-07-11 14:00:00-07:00,9.79,280.0,12.71
68.3,0.03,52.89,0.58,clear-day,0.0,0.0,1014.68,Clear,68.3,2016-07-11 15:00:00-07:00,10.0,279.0,12.37
67.3,0.03,52.49,0.59,clear-day,0.0,0.0,1014.43,Clear,67.3,2016-07-11 16:00:00-07:00,10.0,274.0,12.34
65.7,0.0,52.35,0.62,clear-day,0.0,0.0,1014.45,Clear,65.7,2016-07-11 17:00:00-07:00,10.0,274.0,11.09
65.06,0.0,52.14,0.63,clear-day,0.0,0.0,1013.93,Clear,65.06,2016-07-11 18:00:00-07:00,10.0,292.0,10.24
63.56,0.0,51.51,0.65,clear-day,0.0,0.0,1013.83,Clear,63.56,2016-07-11 19:00:00-07:00,10.0,274.0,8.23
61.49,0.03,51.31,0.69,clear-day,0.0,0.0,1013.66,Clear,61.49,2016-07-11 20:00:00-07:00,10.0,292.0,7.99
59.88,0.0,51.1,0.73,clear-night,0.0,0.0,1013.65,Clear,59.88,2016-07-11 21:00:00-07:00,10.0,311.0,9.24
58.79,0.02,51.09,0.76,clear-night,0.0,0.0,1014.41,Clear,58.79,2016-07-11 22:00:00-07:00,10.0,297.0,6.98
57.32,0.0,51.13,0.8,clear-night,0.0,0.0,1014.77,Clear,57.32,2016-07-11 23:00:00-07:00,10.0,337.0,2.94
56.97,0.02,51.0,0.8,clear-night,0.0,0.0,1014.81,Clear,56.97,2016-07-12 00:00:00-07:00,10.0,325.0,5.82
56.12,0.0,51.1,0.83,clear-night,0.0,0.0,1014.69,Clear,56.12,2016-07-12 01:00:00-07:00,10.0,306.0,4.64
55.58,0.25,51.08,0.85,partly-cloudy-night,0.0,0.0,1014.82,Partly Cloudy,55.58,2016-07-12 02:00:00-07:00,10.0,287.0,5.08
55.38,0.25,51.09,0.85,partly-cloudy-night,0.0,0.0,1014.54,Partly Cloudy,55.38,2016-07-12 03:00:00-07:00,9.95,311.0,4.19
54.75,0.02,50.77,0.86,clear-night,0.0,0.0,1014.62,Clear,54.75,2016-07-12 04:00:00-07:00,9.85,313.0,6.53
54.7,0.09,50.79,0.87,clear-night,0.0,0.0,1015.23,Clear,54.7,2016-07-12 05:00:00-07:00,9.37,271.0,8.12
54.95,0.14,50.88,0.86,clear-night,0.0,0.0,1015.35,Clear,54.95,2016-07-12 06:00:00-07:00,9.94,258.0,5.88
55.37,0.04,50.84,0.85,clear-day,0.0,0.0,1016.12,Clear,55.37,2016-07-12 07:00:00-07:00,9.23,250.0,7.75
56.62,0.04,50.73,0.81,clear-day,0.0,0.0,1016.68,Clear,56.62,2016-07-12 08:00:00-07:00,9.95,242.0,5.08
58.97,0.25,51.18,0.75,partly-cloudy-day,0.0,0.0,1016.85,Partly Cloudy,58.97,2016-07-12 09:00:00-07:00,9.95,315.0,5.77
60.8,0.01,51.21,0.71,clear-day,0.0,0.0,1016.73,Clear,60.8,2016-07-12 10:00:00-07:00,10.0,277.0,6.92
63.03,0.04,51.87,0.67,clear-day,0.0,0.0,1016.97,Clear,63.03,2016-07-12 11:00:00-07:00,10.0,265.0,7.41
66.24,0.03,51.76,0.6,clear-day,0.0,0.0,1016.95,Clear,66.24,2016-07-12 12:00:00-07:00,10.0,271.0,10.15
67.98,0.0,51.78,0.56,clear-day,0.0,0.0,1017.04,Clear,67.98,2016-07-12 13:00:00-07:00,10.0,275.0,10.06
68.73,0.0,51.73,0.55,clear-day,0.0,0.0,1016.62,Clear,68.73,2016-07-12 14:00:00-07:00,10.0,274.0,10.83
70.28,0.0,51.38,0.51,clear-day,0.0,0.0,1016.27,Clear,70.28,2016-07-12 15:00:00-07:00,10.0,282.0,11.09
69.69,0.0,51.56,0.53,clear-day,0.0,0.0,1015.92,Clear,69.69,2016-07-12 16:00:00-07:00,10.0,288.0,10.24
69.17,0.0,52.54,0.55,clear-day,0.0,0.0,1015.58,Clear,69.17,2016-07-12 17:00:00-07:00,10.0,267.0,11.44
67.1,0.0,51.97,0.58,clear-day,0.0,0.0,1015.02,Clear,67.1,2016-07-12 18:00:00-07:00,10.0,278.0,8.22
66.26,0.0,50.74,0.57,clear-day,0.0,0.0,1014.7,Clear,66.26,2016-07-12 19:00:00-07:00,10.0,268.0,8.2
63.91,0.0,51.02,0.63,clear-day,0.0,0.0,1014.7,Clear,63.91,2016-07-12 20:00:00-07:00,10.0,294.0,7.54
61.56,0.0,51.18,0.69,clear-night,0.0,0.0,1014.81,Clear,61.56,2016-07-12 21:00:00-07:00,10.0,292.0,6.86
59.9,0.0,51.27,0.73,clear-night,0.0,0.0,1015.37,Clear,59.9,2016-07-12 22:00:00-07:00,10.0,319.0,8.25
58.71,0.0,51.37,0.77,clear-night,0.0,0.0,1015.54,Clear,58.71,2016-07-12 23:00:00-07:00,10.0,327.0,6.36
57.46,0.0,51.79,0.81,clear-night,0.0,0.0,1015.36,Clear,57.46,2016-07-13 00:00:00-07:00,10.0,320.0,6.41
55.95,0.24,51.35,0.84,clear-night,0.0,0.0,1015.29,Clear,55.95,2016-07-13 01:00:00-07:00,10.0,304.0,5.81
55.86,0.0,51.93,0.87,clear-night,0.0,0.0,1015.26,Clear,55.86,2016-07-13 02:00:00-07:00,9.33,289.0,6.3
54.79,0.0,51.95,0.9,clear-night,0.0,0.0,1015.24,Clear,54.79,2016-07-13 03:00:00-07:00,8.76,273.0,6.07
54.78,0.0,51.92,0.9,clear-night,0.0,0.0,1015.51,Clear,54.78,2016-07-13 04:00:00-07:00,8.85,289.0,5.19
54.39,0.0,51.32,0.89,clear-night,0.0,0.0,1015.97,Clear,54.39,2016-07-13 05:00:00-07:00,8.01,279.0,4.69
53.78,0.0,50.66,0.89,clear-night,0.0,0.0,1016.39,Clear,53.78,2016-07-13 06:00:00-07:00,8.58,348.0,2.48
53.65,0.0,51.42,0.92,clear-day,0.0,0.0,1016.97,Clear,53.65,2016-07-13 07:00:00-07:00,8.72,149.0,0.82
55.35,0.0,51.13,0.86,clear-day,0.0,0.0,1017.36,Clear,55.35,2016-07-13 08:00:00-07:00,9.2,219.0,4.48
59.19,0.24,51.96,0.77,clear-day,0.0,0.0,1017.61,Clear,59.19,2016-07-13 09:00:00-07:00,9.65,70.0,0.97
62.78,0.05,52.2,0.68,clear-day,0.0,0.0,1017.45,Clear,62.78,2016-07-13 10:00:00-07:00,9.83,293.0,2.91
66.06,0.03,52.57,0.62,clear-day,0.0,0.0,1017.3,Clear,66.06,2016-07-13 11:00:00-07:00,10.0,285.0,5.49
68.15,0.03,52.82,0.58,clear-day,0.0,0.0,1017.14,Clear,68.15,2016-07-13 12:00:00-07:00,10.0,290.0,8.61
69.5,0.03,53.17,0.56,clear-day,0.0,0.0,1016.78,Clear,69.5,2016-07-13 13:00:00-07:00,9.91,286.0,9.71
69.73,0.0,53.33,0.56,clear-day,0.0,0.0,1016.58,Clear,69.73,2016-07-13 14:00:00-07:00,9.91,264.0,12.39
70.22,0.0,53.3,0.55,clear-day,0.0,0.0,1016.14,Clear,70.22,2016-07-13 15:00:00-07:00,9.91,281.0,10.77
68.56,0.0,53.68,0.59,clear-day,0.0,0.0,1016.16,Clear,68.56,2016-07-13 16:00:00-07:00,9.44,292.0,12.12
66.56,0.0,53.58,0.63,clear-day,0.0,0.0,1015.92,Clear,66.56,2016-07-13 17:00:00-07:00,9.35,275.0,9.65
64.77,0.03,52.78,0.65,clear-day,0.0,0.0,1015.49,Clear,64.77,2016-07-13 18:00:00-07:00,9.35,294.0,8.59
62.72,0.02,53.47,0.72,clear-day,0.0,0.0,1015.42,Clear,62.72,2016-07-13 19:00:00-07:00,7.7,292.0,7.34
59.57,0.22,52.93,0.79,clear-day,0.0,0.0,1015.52,Clear,59.57,2016-07-13 20:00:00-07:00,7.53,298.0,5.24
57.98,0.0,52.66,0.82,clear-night,0.0,0.0,1015.71,Clear,57.98,2016-07-13 21:00:00-07:00,8.59,297.0,8.28
58.16,0.0,52.58,0.82,clear-night,0.0,0.0,1016.12,Clear,58.16,2016-07-13 22:00:00-07:00,7.29,298.0,5.57
57.46,0.0,52.8,0.84,clear-night,0.0,0.0,1016.22,Clear,57.46,2016-07-13 23:00:00-07:00,8.04,311.0,6.03
56.51,0.23,52.05,0.85,clear-night,0.0,0.0,1016.1,Clear,56.51,2016-07-14 00:00:00-07:00,7.85,284.0,1.74
55.56,0.23,52.22,0.89,clear-night,0.0,0.0,1015.74,Clear,55.56,2016-07-14 01:00:00-07:00,7.18,5.0,0.82
55.32,0.0,52.31,0.9,clear-night,0.0,0.0,1015.52,Clear,55.32,2016-07-14 02:00:00-07:00,4.91,38.0,2.36
54.81,0.0,52.16,0.91,clear-night,0.0,0.0,1015.4,Clear,54.81,2016-07-14 03:00:00-07:00,4.61,317.0,2.26
54.02,0.0,52.1,0.93,clear-night,0.0,0.0,1015.48,Clear,54.02,2016-07-14 04:00:00-07:00,2.4,127.0,1.63
54.0,0.0,52.48,0.95,clear-night,0.0,0.0,1015.57,Clear,54.0,2016-07-14 05:00:00-07:00,2.22,336.0,1.78
53.58,0.0,52.12,0.95,clear-night,0.0,0.0,1015.77,Clear,53.58,2016-07-14 06:00:00-07:00,2.25,291.0,0.25
53.95,0.0,52.23,0.94,clear-day,0.0,0.0,1016.26,Clear,53.95,2016-07-14 07:00:00-07:00,3.1,196.0,2.14
55.68,0.0,52.57,0.89,clear-day,0.0,0.0,1016.73,Clear,55.68,2016-07-14 08:00:00-07:00,5.32,106.0,1.68
58.14,0.11,52.58,0.82,clear-day,0.0,0.0,1017.03,Clear,58.14,2016-07-14 09:00:00-07:00,7.17,244.0,0.95
63.52,0.02,52.55,0.67,clear-day,0.0,0.0,1017.21,Clear,63.52,2016-07-14 10:00:00-07:00,10.0,284.0,4.35
66.77,0.0,53.03,0.61,clear-day,0.0,0.0,1017.34,Clear,66.77,2016-07-14 11:00:00-07:00,9.91,286.0,5.64
68.37,0.0,53.2,0.58,clear-day,0.0,0.0,1017.51,Clear,68.37,2016-07-14 12:00:00-07:00,10.0,274.0,8.7
67.69,0.0,53.1,0.6,clear-day,0.0,0.0,1017.31,Clear,67.69,2016-07-14 13:00:00-07:00,10.0,280.0,10.15
68.84,0.0,53.58,0.58,clear-day,0.0,0.0,1017.06,Clear,68.84,2016-07-14 14:00:00-07:00,8.76,280.0,10.66
68.63,0.0,53.45,0.58,clear-day,0.0,0.0,1016.66,Clear,68.63,2016-07-14 15:00:00-07:00,8.76,263.0,11.41
68.22,0.03,53.42,0.59,clear-day,0.0,0.0,1016.11,Clear,68.22,2016-07-14 16:00:00-07:00,10.0,269.0,10.63
66.34,0.0,53.3,0.63,clear-day,0.0,0.0,1015.69,Clear,66.34,2016-07-14 17:00:00-07:00,9.44,271.0,11.17
61.94,0.25,53.01,0.73,partly-cloudy-day,0.0,0.0,1015.45,Partly Cloudy,61.94,2016-07-14 18:00:00-07:00,10.0,274.0,10.56
59.88,0.0,52.92,0.78,clear-day,0.0,0.0,1015.58,Clear,59.88,2016-07-14 19:00:00-07:00,8.47,267.0,7.33
58.19,0.0,52.5,0.81,clear-day,0.0,0.0,1015.69,Clear,58.19,2016-07-14 20:00:00-07:00,6.82,268.0,7.46
56.2,0.07,52.43,0.87,clear-night,0.0,0.0,1015.83,Clear,56.2,2016-07-14 21:00:00-07:00,7.06,301.0,6.92
55.81,0.04,52.31,0.88,clear-night,0.0,0.0,1016.02,Clear,55.81,2016-07-14 22:00:00-07:00,6.5,296.0,6.97
54.85,0.13,52.4,0.91,clear-night,0.0,0.0,1015.92,Clear,54.85,2016-07-14 23:00:00-07:00,7.79,262.0,5.22
54.1,0.05,52.13,0.93,clear-night,0.0,0.0,1015.99,Clear,54.1,2016-07-15 00:00:00-07:00,6.92,261.0,3.48
53.95,0.08,51.99,0.93,clear-night,0.0,0.0,1015.73,Clear,53.95,2016-07-15 01:00:00-07:00,6.98,181.0,1.61
53.23,0.23,51.48,0.94,clear-night,0.0,0.0,1015.67,Clear,53.23,2016-07-15 02:00:00-07:00,6.44,183.0,2.57
53.5,0.15,51.18,0.92,clear-night,0.0,0.0,1015.55,Clear,53.5,2016-07-15 03:00:00-07:00,4.5,144.0,2.26
53.35,0.0,51.26,0.93,clear-night,0.0,0.0,1015.11,Clear,53.35,2016-07-15 04:00:00-07:00,7.3,197.0,1.89
53.0,0.0,51.29,0.94,clear-night,0.0,0.0,1015.18,Clear,53.0,2016-07-15 05:00:00-07:00,7.66,151.0,4.26
52.88,0.31,51.19,0.94,partly-cloudy-night,0.0,0.0,1015.17,Partly Cloudy,52.88,2016-07-15 06:00:00-07:00,7.77,124.0,4.35
53.47,0.0,50.55,0.9,clear-day,0.0,0.0,1015.28,Clear,53.47,2016-07-15 07:00:00-07:00,8.73,118.0,3.7
53.23,0.0,50.81,0.91,clear-day,0.0,0.0,1015.56,Clear,53.23,2016-07-15 08:00:00-07:00,8.12,161.0,3.67
55.19,0.26,50.88,0.85,partly-cloudy-day,0.0,0.0,1015.77,Partly Cloudy,55.19,2016-07-15 09:00:00-07:00,8.76,91.0,2.31
58.86,0.04,51.47,0.76,clear-day,0.0,0.0,1015.93,Clear,58.86,2016-07-15 10:00:00-07:00,10.0,240.0,4.71
62.11,0.06,50.96,0.67,clear-day,0.0,0.0,1016.11,Clear,62.11,2016-07-15 11:00:00-07:00,10.0,284.0,5.1
64.79,0.01,51.37,0.62,clear-day,0.0,0.0,1015.54,Clear,64.79,2016-07-15 12:00:00-07:00,10.0,281.0,6.62
67.97,0.04,52.22,0.57,clear-day,0.0,0.0,1015.26,Clear,67.97,2016-07-15 13:00:00-07:00,10.0,274.0,9.09
67.41,0.01,52.9,0.6,clear-day,0.0,0.0,1015.02,Clear,67.41,2016-07-15 14:00:00-07:00,10.0,264.0,11.7
67.01,0.01,53.1,0.61,clear-day,0.0,0.0,1014.65,Clear,67.01,2016-07-15 15:00:00-07:00,10.0,263.0,11.83
67.12,0.21,53.26,0.61,clear-day,0.0,0.0,1014.07,Clear,67.12,2016-07-15 16:00:00-07:00,10.0,262.0,10.1
65.79,0.0,53.21,0.64,clear-day,0.0,0.0,1013.78,Clear,65.79,2016-07-15 17:00:00-07:00,10.0,273.0,10.93
63.81,0.21,53.45,0.69,clear-day,0.0,0.0,1013.46,Clear,63.81,2016-07-15 18:00:00-07:00,10.0,280.0,9.55
61.48,0.17,53.54,0.75,clear-day,0.0,0.0,1013.53,Clear,61.48,2016-07-15 19:00:00-07:00,10.0,273.0,8.48
59.77,0.0,53.73,0.8,clear-day,0.0,0.0,1013.59,Clear,59.77,2016-07-15 20:00:00-07:00,10.0,280.0,6.7
58.55,0.09,53.53,0.83,clear-night,0.0,0.0,1013.79,Clear,58.55,2016-07-15 21:00:00-07:00,10.0,262.0,9.05
57.35,0.14,53.43,0.87,clear-night,0.0,0.0,1014.36,Clear,57.35,2016-07-15 22:00:00-07:00,10.0,278.0,5.02
56.81,0.05,53.38,0.88,clear-night,0.0,0.0,1014.44,Clear,56.81,2016-07-15 23:00:00-07:00,10.0,253.0,3.38
56.64,0.05,53.24,0.88,clear-night,0.0,0.0,1014.31,Clear,56.64,2016-07-16 00:00:00-07:00,10.0,322.0,0.79
56.12,0.21,53.37,0.9,clear-night,0.0,0.0,1013.98,Clear,56.12,2016-07-16 01:00:00-07:00,10.0,174.0,4.95
55.9,0.15,53.33,0.91,clear-night,0.0,0.0,1013.74,Clear,55.9,2016-07-16 02:00:00-07:00,10.0,146.0,2.42
55.73,0.0,53.25,0.91,clear-night,0.0,0.0,1013.56,Clear,55.73,2016-07-16 03:00:00-07:00,9.52,183.0,3.67
55.65,0.0,52.55,0.89,clear-night,0.0,0.0,1013.21,Clear,55.65,2016-07-16 04:00:00-07:00,9.68,274.0,2.29
55.56,0.0,52.49,0.89,clear-night,0.0,0.0,1013.4,Clear,55.56,2016-07-16 05:00:00-07:00,9.47,318.0,1.65
55.46,,52.29,0.89,clear-night,0.0,0.0,1013.52,Clear,55.46,2016-07-16 06:00:00-07:00,9.37,306.0,2.49
55.53,0.0,52.18,0.89,clear-day,0.0,0.0,1013.77,Clear,55.53,2016-07-16 07:00:00-07:00,9.69,241.0,1.89
56.28,0.15,52.2,0.86,clear-day,0.0,0.0,1014.31,Clear,56.28,2016-07-16 08:00:00-07:00,9.44,178.0,4.67
56.88,0.2,52.41,0.85,clear-day,0.0,0.0,1014.45,Clear,56.88,2016-07-16 09:00:00-07:00,10.0,247.0,3.38
59.18,0.07,52.33,0.78,clear-day,0.0,0.0,1014.86,Clear,59.18,2016-07-16 10:00:00-07:00,10.0,270.0,2.4
61.45,0.04,52.05,0.71,clear-day,0.0,0.0,1015.08,Clear,61.45,2016-07-16 11:00:00-07:00,10.0,287.0,4.64
62.87,0.14,51.49,0.66,clear-day,0.0,0.0,1015.04,Clear,62.87,2016-07-16 12:00:00-07:00,10.0,271.0,8.57
65.23,0.22,51.99,0.62,clear-day,0.0,0.0,1014.88,Clear,65.23,2016-07-16 13:00:00-07:00,10.0,276.0,10.15
66.54,0.03,52.03,0.6,clear-day,0.0,0.0,1014.3,Clear,66.54,2016-07-16 14:00:00-07:00,10.0,264.0,11.37
65.95,0.2,52.46,0.62,clear-day,0.0,0.0,1014.18,Clear,65.95,2016-07-16 15:00:00-07:00,10.0,272.0,11.74
65.41,0.21,52.32,0.63,clear-day,0.0,0.0,1013.84,Clear,65.41,2016-07-16 16:00:00-07:00,10.0,281.0,11.37
63.83,0.12,52.13,0.66,clear-day,0.0,0.0,1013.81,Clear,63.83,2016-07-16 17:00:00-07:00,10.0,279.0,10.19
61.81,0.05,52.4,0.71,clear-day,0.0,0.0,1013.61,Clear,61.81,2016-07-16 18:00:00-07:00,10.0,282.0,8.97
59.91,0.05,52.33,0.76,clear-day,0.0,0.0,1013.56,Clear,59.91,2016-07-16 19:00:00-07:00,10.0,284.0,9.19
58.63,0.05,52.66,0.81,clear-day,0.0,0.0,1013.82,Clear,58.63,2016-07-16 20:00:00-07:00,10.0,273.0,6.53
57.33,0.05,52.45,0.84,clear-night,0.0,0.0,1013.85,Clear,57.33,2016-07-16 21:00:00-07:00,10.0,262.0,8.21
56.63,0.09,52.35,0.86,clear-night,0.0,0.0,1014.18,Clear,56.63,2016-07-16 22:00:00-07:00,10.0,254.0,6.5
56.64,0.14,52.2,0.85,clear-night,0.0,0.0,1014.34,Clear,56.64,2016-07-16 23:00:00-07:00,10.0,300.0,3.3
55.9,0.23,52.28,0.88,clear-night,0.0,0.0,1014.43,Clear,55.9,2016-07-17 00:00:00-07:00,10.0,148.0,3.94
55.73,0.0,52.04,0.87,clear-night,0.0,0.0,1014.09,Clear,55.73,2016-07-17 01:00:00-07:00,10.0,163.0,2.15
55.6,0.0,51.92,0.87,clear-night,0.0,0.0,1013.88,Clear,55.6,2016-07-17 02:00:00-07:00,9.9,139.0,3.92
55.45,0.0,51.62,0.87,clear-night,0.0,0.0,1013.72,Clear,55.45,2016-07-17 03:00:00-07:00,9.79,174.0,2.28
